Lindsey Wilson College (KY)	www.lindsey.edu	67.141.61.89
Linfield College (OR)	www.linfield.edu	107.0.48.5
Lipscomb University (TN)	www.lipscomb.edu	66.18.110.50
Livingstone College (NC)	www.livingstone.edu	173.226.68.6
Lock Haven University of Pennsylvania (PA)	www.lhup.edu	151.161.128.40
Logan University (MO)	www.logan.edu	216.238.211.23
Loma Linda University (CA)	www.llu.edu	151.112.124.102
Long Island University (NY)	www.liu.edu	148.4.248.200
Long Island University–Arnold & Marie Schwartz College of Pharmacy & Health Sciences	www.liu.edu	148.4.248.200
Long Island University–Brentwood Campus	www.liu.edu	148.4.248.200
Long Island University–Brooklyn Campus	www.liu.edu	148.4.248.200
Long Island University–C.W. Post Campus	www.liu.edu	148.4.248.200
Long Island University–Hudson	www.liu.edu	148.4.248.200
Long Island University–Riverhead	www.liu.edu	148.4.248.200
Longwood University (VA)	www.longwood.edu	159.230.4.205
